Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","234","Nuts nes","2018","2018","ha","11777","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","75","Oats","2018","2018","ha","10717","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","403","Onions, dry","2018","2018","ha","8775","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","402","Onions, shallots, green","2018","2018","ha","7087","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","534","Peaches and nectarines","2018","2018","ha","23653","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","521","Pears","2018","2018","ha","14224","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","116","Potatoes","2018","2018","ha","169806","","Official data"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","211","Pulses nes","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","394","Pumpkins, squash and gourds","2018","2018","ha","7787","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","27","Rice, paddy","2018","2018","ha","471491","","Official data"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","71","Rye","2018","2018","ha","51623","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","328","Seed cotton","2018","2018","ha","19799","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","83","Sorghum","2018","2018","ha","26959","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","236","Soybeans","2018","2018","ha","107017","","Official data"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","122","Sweet potatoes","2018","2018","ha","45000","*","Unofficial figure"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","826","Tobacco, unmanufactured","2018","2018","ha","56181","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","388","Tomatoes","2018","2018","ha","8519","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","463","Vegetables, fresh nes","2018","2018","ha","175326","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","222","Walnuts, with shell","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","567","Watermelons","2018","2018","ha","5878","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","116","Democratic People's Republic of Korea","5312","Area harvested","15","Wheat","2018","2018","ha","40700","F","FAO estimate"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","572","Avocados","2018","2018","ha","8777","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","203","Bambara beans","2018","2018","ha","27155","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","486","Bananas","2018","2018","ha","220620","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","44","Barley","2018","2018","ha","1434","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","782","Bastfibres, other","2018","2018","ha","9654","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","176","Beans, dry","2018","2018","ha","469842","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","414","Beans, green","2018","2018","ha","1088","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","358","Cabbages and other brassicas","2018","2018","ha","1183","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","426","Carrots and turnips","2018","2018","ha","49","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","125","Cassava","2018","2018","ha","4776545","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","689","Chillies and peppers, dry","2018","2018","ha","10475","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","401","Chillies and peppers, green","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","31382","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","656","Coffee, green","2018","2018","ha","76770","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","195","Cow peas, dry","2018","2018","ha","159679","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","397","Cucumbers and gherkins","2018","2018","ha","90","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","11277","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","507","Grapefruit (inc. pomelos)","2018","2018","ha","623","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","242","Groundnuts, with shell","2018","2018","ha","495000","*","Unofficial figure"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","497","Lemons and limes","2018","2018","ha","456","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","372","Lettuce and chicory","2018","2018","ha","364","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","56","Maize","2018","2018","ha","2825559","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","571","Mangoes, mangosteens, guavas","2018","2018","ha","17891","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","299","Melonseed","2018","2018","ha","104351","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","79","Millet","2018","2018","ha","66899","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","75","Oats","2018","2018","ha","0","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","254","Oil palm fruit","2018","2018","ha","288959","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","339","Oilseeds nes","2018","2018","ha","","M","Data not available"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","403","Onions, dry","2018","2018","ha","10521","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","490","Oranges","2018","2018","ha","10926","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","600","Papayas","2018","2018","ha","12478","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","187","Peas, dry","2018","2018","ha","3522","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","197","Pigeon peas","2018","2018","ha","10618","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","250","Democratic Republic of the Congo","5312","Area harvested","574","Pineapples","2018","2018","ha","7803","Im","FAO data based on imputation methodology"
